numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga;ano;mes;lat;lon;bairro
2016-007970938-002;11/04/2016 17:30;12/04/2016 12:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;2;CONCRETO       ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO;0;609403.31;7796985.35;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.95470070046473;-19.920416168452142;Barro Preto
2016-007971581-001;10/04/2016 17:28;11/04/2016 21:33; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;612345.04;7804287.54;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.92704187587098;-19.85427189703262;Jardim Belmonte
2016-007972677-001;11/04/2016 13:30;11/04/2016 21:48; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA CIVIL  ;NÃO;0;607600.79;7805492.71;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.97241665008617;-19.843649634871245;Santa Amélia
2016-007975733-001;11/04/2016 21:15;11/04/2016 22:46; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610888.06;7797459.36;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.94054491426062;-19.91604942166173;Centro
2016-007976268-001;11/04/2016 21:55;11/04/2016 22:58; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;611900.06;7801842.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.93114310359444;-19.876388864784698;Palmares
2016-007976452-001;11/04/2016 22:59;11/04/2016 23:03; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;606662.41;7797615.59;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98092211393072;-19.914873765441943;Padre Eustáquio
2016-007976480-001;11/04/2016 21:03;11/04/2016 23:04; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611380.86;7797141.52;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.93581795875283;-19.9188930599854;Barreiro de Cima
2016-007980316-001;11/04/2016 22:39;12/04/2016 00:26; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;610973.6;7800584.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.93991582634621;-19.887804297753917;Renascença
2016-007984490-001;12/04/2016 03:44;12/04/2016 05:14; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611338.61;7797527.95;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.93624493330293;-19.915404000310925;Barreiro de Cima
2016-007990101-001;12/04/2016 08:02;12/04/2016 08:54; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;615748.73;7798071.53;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.894149512081924;-19.910235694871908;Vera Cruz
2016-007991028-001;08/04/2016 19:40;12/04/2016 09:02; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;605836.61;7798624.66;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98886902023107;-19.905801483862753;Jardim Montanhês
2016-007993707-001;12/04/2016 08:07;12/04/2016 09:29; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;611928.47;7800247.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.93077506109649;-19.890800227382467;Silveira
2016-007995160-001;12/04/2016 08:16;12/04/2016 09:42; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;605836.61;7798624.66;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98886902023107;-19.905801483862753;Jardim Montanhês
2016-007997103-001;12/04/2016 07:17;12/04/2016 09:58; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;610329.43;7803408.12;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.946237154745596;-19.862332519597857;Santa Rosa
2016-007999403-001;12/04/2016 07:00;12/04/2016 10:19; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;604510.99;7803990.17;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-44.00183584072119;-19.85739331929902;Bandeirantes (Pampulha)
2016-008000717-001;10/04/2016 18:10;12/04/2016 10:32; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA CIVIL  ;NÃO;0;612408.53;7800922.23;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.92623087014441;-19.884674583832062;União
2016-008002941-001;12/04/2016 06:52;12/04/2016 10:51; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;606415.3;7802486.44;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98356369361816;-19.870877358355585;Ouro Preto
2016-008003604-001;12/04/2016 10:22;12/04/2016 10:56; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;609220.62;7797179.39;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.95645750862986;-19.918673218901947;Carlos Prates
2016-008007104-001;11/04/2016 10:30;12/04/2016 11:24; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO;0;610381.68;7794883.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.945227978116534;-19.939351556834456;Santo Antônio
2016-008010910-001;12/04/2016 10:51;12/04/2016 12:05; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;612085.65;7797724.68;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.929120433506974;-19.91358367336375;Floresta
2016-008020984-001;12/04/2016 11:39;12/04/2016 14:08; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;611709.38;7803513.97;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.933065264400746;-19.861297730859302;Primeiro de Maio
2016-008022366-001;14/04/2016 17:19;14/04/2016 18:13; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;603606.18;7790011.78;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-44.00969033332003;-19.98374202552115;Santa Helena (Barreiro)
2016-008022732-001;12/04/2016 11:59;12/04/2016 14:19; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;614270.38;7801483.04;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.9084828684061;-19.879499446103125;Santa Inês
2016-008022892-001;12/04/2016 12:35;12/04/2016 14:19; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;609486.92;7798453.83;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.95398918869884;-19.907143368579955;Bonfim
2016-008023514-001;12/04/2016 11:50;12/04/2016 14:25; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;605836.61;7798624.66;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98886902023107;-19.905801483862753;Jardim Montanhês
2016-008024077-001;12/04/2016 13:33;12/04/2016 14:28; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611216.39;7796892.52;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.9373741429614;-19.921152224033857;Centro
2016-008025331-001;12/04/2016 13:50;12/04/2016 14:36; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;606292.06;7797546.17;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98445610482612;-19.915521239191026;Padre Eustáquio
2016-008027278-002;12/04/2016 11:43;12/04/2016 14:17; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;603103.5;7788442.11;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-44.01440638662822;-19.997951315680744;Brasil Industrial
2016-008028859-001;12/04/2016 11:38;12/04/2016 15:05; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;599574.72;7790746.16;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-44.0482604393827;-19.97731756877983;Lindéia
2016-008032502-001;12/04/2016 12:27;12/04/2016 15:36; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;608000.05;7790985.54;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.967754240337804;-19.974704374600556;Buritis
2016-008036541-001;12/04/2016 13:59;12/04/2016 16:13; H06001;ATROPELAMENTO DE PESSOA COM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;609947.48;7799829.14;SIM;SIM;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.9496716532316;-19.894691156667303;Aparecida
2016-008036595-001;12/04/2016 15:13;12/04/2016 16:14; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;608861.2;7807191.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.96048115735386;-19.828226825232463;Santa Branca
2016-008040487-002;23/03/2016 12:30;03/10/2016 10:11; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO;0;610999.7;7796561.7;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;03;-43.939424322640015;-19.92415361390568;Centro
2016-008047842-001;12/04/2016 16:46;12/04/2016 18:21; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;607807.47;7809756.4;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.9706911763751;-19.80511410724611;Europa
2016-008049120-001;12/04/2016 18:34;12/04/2016 18:39; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;608909.14;7808969.6;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.96012789351139;-19.81216224422836;Venda Nova
2016-008049813-001;12/04/2016 18:47;12/04/2016 18:50; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;608690.07;7798059.81;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.96157792531864;-19.910748050710996;Pedro II
2016-008057694-001;12/04/2016 19:13;12/04/2016 20:33; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;612132.07;7798332.33;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.92871395607554;-19.908090768598274;Sagrada Família
2016-008058450-001;11/04/2016 21:30;12/04/2016 20:46; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;614802.44;7797309.91;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.90314157292193;-19.917172990442108;Paraíso
2016-008059925-001;12/04/2016 17:57;12/04/2016 21:12; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;608631.53;7799229.47;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.962206059964224;-19.90018309249137;Nova Esperança
2016-008059981-001;12/04/2016 15:00;12/04/2016 21:13; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;608095.83;7798055.4;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.96725432875408;-19.910820948850205;Caiçara
2016-008061467-001;12/04/2016 19:52;12/04/2016 21:34; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;612463.55;7797350.81;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.92548758799618;-19.91693987985094;Floresta
2016-008063271-001;12/04/2016 18:52;12/04/2016 22:04; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;606677.75;7797615.87;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98077558548644;-19.914870395687124;Padre Eustáquio
2016-008064248-001;12/04/2016 21:03;12/04/2016 22:19; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;608666.75;7805564.7;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.962242241705496;-19.842940246848674;Itapoã
2016-008064971-001;12/04/2016 20:36;12/04/2016 22:30; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;603820.97;7799408.86;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-44.00816780699506;-19.89882430031153;Primavera
2016-008069212-001;12/04/2016 23:00;12/04/2016 23:45; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;606013.57;7806928.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98765499610021;-19.830759436592295;Parque Copacabana
2016-008069660-001;12/04/2016 20:30;12/04/2016 23:55; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;609160.82;7797158.55;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.957027558879446;-19.91886486592064;Carlos Prates
2016-008071384-001;13/04/2016 00:13;13/04/2016 00:39; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;609905.35;7799977.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.95008293360176;-19.893349173095896;Aparecida
2016-008073070-001;12/04/2016 20:02;13/04/2016 01:58; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;616255.91;7803441.15;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.88964281351878;-19.86169046276266;Vitória
2016-008073223-001;13/04/2016 01:04;13/04/2016 02:09; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;612318.37;7796573.58;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.92682711220024;-19.92397066535173;Santa Efigênia
2016-008073236-001;13/04/2016 01:15;13/04/2016 02:12; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;606693.74;7791501.95;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98026824147204;-19.970110674862905;Palmeiras
2016-008077626-001;13/04/2016 06:55;13/04/2016 07:52; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;609854.14;7795421.4;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.95030045663112;-19.934521453760873;Santo Agostinho
2016-008078897-001;13/04/2016 06:09;13/04/2016 08:23; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;609602.71;7801880.57;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.95308662706131;-19.87617529944076;São Francisco
2016-008080918-001;13/04/2016 07:21;13/04/2016 08:54; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;607824.05;7796640.7;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.96976780551574;-19.92361825019261;Calafate
2016-008082159-001;13/04/2016 07:03;13/04/2016 09:08; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;609004.79;7798305.29;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.95858598590536;-19.908512491715893;Pedro II
2016-008083833-001;07/03/2016 16:30;13/04/2016 09:28; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA CIVIL  ;NÃO;0;609356.63;7795550.04;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;03;-43.95506141098923;-19.933387177684484;Gutierrez
2016-008085860-001;13/04/2016 07:37;13/04/2016 09:48; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;605836.61;7798624.66;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98886902023107;-19.905801483862753;Jardim Montanhês
2016-008087123-001;15/03/2016 17:30;13/04/2016 09:59; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA CIVIL  ;NÃO;0;605835.52;7798623.87;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;03;-43.988879387201436;-19.90580868098626;Jardim Montanhês
2016-008091372-002;13/04/2016 08:49;13/04/2016 13:08; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;602430.47;7789037.14;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-44.02087259072957;-19.992610661931653;Diamante
2016-008093450-001;02/04/2016 21:15;13/04/2016 10:59; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA CIVIL  ;NÃO;0;605455.56;7791781.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.99211691823753;-19.96764858169014;Estrela do Oriente
2016-008094890-001;13/04/2016 09:32;13/04/2016 11:11; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;612944.1;7796478.47;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.92084338221483;-19.92479380836331;Santa Efigênia
2016-008095461-001;28/02/2016 13:37;14/04/2016 10:30; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA CIVIL  ;NÃO;0;601316.25;7790355.09;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;02;-44.03159499624949;-19.98076095762578;Átila de Paiva
2016-008095734-001;13/04/2016 10:36;13/04/2016 11:19; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;607212.58;7803369.98;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.97600055575865;-19.862850639888446;São José
2016-008096165-001;13/04/2016 09:06;13/04/2016 11:23; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;606421.57;7797526.56;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98321774326635;-19.915691352223558;Padre Eustáquio
2016-008100557-001;13/04/2016 11:19;13/04/2016 12:14; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;606427.71;7808737.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98380461082141;-19.81439772406724;Jardim das Nações
2016-008100899-001;13/04/2016 09:02;13/04/2016 12:19; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;616258.48;7803344.24;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.88961217654098;-19.862565903584684;Vitória
2016-008107702-001;13/04/2016 12:11;13/04/2016 13:48; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;606093.64;7806652.46;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.98687464318621;-19.83325312580501;Parque Copacabana
2016-008118821-001;13/04/2016 14:19;13/04/2016 15:12; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610742.04;7796919.88;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.941907423688505;-19.920932049099264;Centro
2016-008130525-001;13/04/2016 14:52;13/04/2016 16:56; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;607680.74;7794542.03;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.971014159408966;-19.94258827538792;Nova Granada
2016-008133390-001;13/04/2016 06:50;13/04/2016 17:23; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;609760.67;7795443.42;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2016;04;-43.9511948004986;-19.934327771488547;Santo Agostinho
